Market Price Type,Centre,Variety Name,Grade,Unit,Max Price,Average Price,Min. Price
Retail Price,"TENGAH, PULAU PINANG",KELAPA PARUT,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"TENGAH, PULAU PINANG",KETOLA / PETOLA SEGI,F.A.Q,KG,7.00,6.50,6.00
Retail Price,"TENGAH, PULAU PINANG",KUBIS BULAT (CHINA),F.A.Q,KG,5.00,4.75,4.50
Retail Price,"TENGAH, PULAU PINANG",KUBIS BULAT (INDONESIA),F.A.Q,KG,5.00,4.75,4.50
Retail Price,"TENGAH, PULAU PINANG",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,7.00,6.50,6.00
Retail Price,"TENGAH, PULAU PINANG",PISANG BERANGAN,F.A.Q,KG,6.50,6.25,6.00
Retail Price,"TENGAH, PULAU PINANG",PISANG MAS,F.A.Q,KG,6.50,6.25,6.00
Retail Price,"TENGAH, PULAU PINANG",SANTAN PEKAT,F.A.Q,KG,12.00,12.00,12.00
Retail Price,"TENGAH, PULAU PINANG",SAWI HIJAU,F.A.Q,KG,10.00,10.00,10.00
Retail Price,"TENGAH, PULAU PINANG",TELUR AYAM,A,BIJI,0.46,0.45,0.43
Retail Price,"TENGAH, PULAU PINANG",TELUR AYAM,B,BIJI,0.44,0.43,0.41
Retail Price,"TENGAH, PULAU PINANG",TELUR AYAM,C,BIJI,0.42,0.41,0.39
Retail Price,"TENGAH, PULAU PINANG",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.00,3.75,3.50
Retail Price,"TENGAH, PULAU PINANG",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,12.00,11.00,10.00
Retail Price,"TENGAH, PULAU PINANG",TIMUN HIJAU ,F.A.Q,KG,7.00,6.50,6.00
Retail Price,"TENGAH, PULAU PINANG",TOMATO (TANAH TINGGI),F.A.Q,KG,7.00,6.00,5.50
Retail Price,"TENGAH, PULAU PINANG",UBI KENTANG HOLLAND,F.A.Q,KG,3.50,3.25,3.00
Retail Price,"KINTA, PERAK",AYAM PROSES STANDARD,F.A.Q,KG,11.00,11.00,11.00
Retail Price,"KINTA, PERAK",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KINTA, PERAK",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,3.00,3.00,3.00
Retail Price,"KINTA, PERAK",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,9.00,9.00,9.00
Retail Price,"KINTA, PERAK",BAWANG PUTIH (CHINA),F.A.Q,KG,8.00,8.00,8.00
Retail Price,"KINTA, PERAK",BAYAM ,F.A.Q,KG,4.00,4.00,3.50
Retail Price,"KINTA, PERAK",BELIMBING (B10),F.A.Q,KG,5.00,5.00,4.50
Retail Price,"KINTA, PERAK",BETIK SEKAKI,F.A.Q,KG,4.50,4.00,3.50
Retail Price,"KINTA, PERAK",BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.40,1.20
Retail Price,"KINTA, PERAK",CILI HIJAU,F.A.Q,KG,10.00,10.00,9.00
Retail Price,"KINTA, PERAK",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.00,16.00,15.00
Retail Price,"KINTA, PERAK",CILI MERAH MINYAK,F.A.Q,KG,14.00,14.00,13.00
Retail Price,"KINTA, PERAK",DAUN BAWANG,F.A.Q,KG,8.00,7.00,7.00
Retail Price,"KINTA, PERAK",DAUN SUP (TANAH TINGGI),F.A.Q,KG,12.00,12.00,11.00
Retail Price,"KINTA, PERAK",KACANG BENDI,F.A.Q,KG,10.00,9.00,9.00
Retail Price,"KINTA, PERAK",KACANG BUNCIS,F.A.Q,KG,15.00,14.00,13.00
Retail Price,"KINTA, PERAK",KACANG PANJANG HIJAU,F.A.Q,KG,11.00,11.00,10.00
Retail Price,"KINTA, PERAK",KANGKUNG,F.A.Q,KG,4.00,4.00,3.50
Retail Price,"KINTA, PERAK",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.50
Retail Price,"KINTA, PERAK",KELAPA PARUT,F.A.Q,KG,7.50,7.50,7.50
Retail Price,"KINTA, PERAK",KETOLA / PETOLA SEGI,F.A.Q,KG,7.00,6.00,6.00
Retail Price,"KINTA, PERAK",KUBIS BULAT (CHINA),F.A.Q,KG,3.50,3.50,3.50
Retail Price,"KINTA, PERAK",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.00,4.50,4.00
Retail Price,"KINTA, PERAK",PISANG BERANGAN,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KINTA, PERAK",PISANG MAS,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KINTA, PERAK",SANTAN BIASA,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"KINTA, PERAK",SAWI HIJAU,F.A.Q,KG,8.00,8.00,7.50
Retail Price,"KINTA, PERAK",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"KINTA, PERAK",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"KINTA, PERAK",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"KINTA, PERAK",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,4.00,3.80,3.50
Retail Price,"KINTA, PERAK",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,7.50,7.00,7.00
Retail Price,"KINTA, PERAK",TIMUN HIJAU ,F.A.Q,KG,6.00,6.00,5.50
Retail Price,"KINTA, PERAK",TOMATO (TANAH TINGGI),F.A.Q,KG,4.50,4.00,4.00
Retail Price,"KINTA, PERAK",UBI KENTANG HOLLAND,F.A.Q,KG,3.00,3.00,3.00
Retail Price,"PERLIS, PERLIS",AYAM PROSES STANDARD,F.A.Q,KG,8.90,8.90,8.90
Retail Price,"PERLIS, PERLIS",AYAM PROSES SUPER,F.A.Q,KG,9.90,9.90,9.90
Retail Price,"PERLIS, PERLIS",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"PERLIS, PERLIS",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PERLIS, PERLIS",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PERLIS, PERLIS",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,6.00,5.00,5.00
Retail Price,"PERLIS, PERLIS",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,8.00,8.00,8.00
Retail Price,"PERLIS, PERLIS",BAWANG MERAH ROSE,F.A.Q,KG,10.00,10.00,10.00
Retail Price,"PERLIS, PERLIS",BAWANG PUTIH (CHINA),F.A.Q,KG,8.50,8.50,8.50
Retail Price,"PERLIS, PERLIS",BAYAM ,F.A.Q,KG,7.00,7.00,6.50
Retail Price,"PERLIS, PERLIS",BELIMBING (B10),F.A.Q,KG,8.00,8.00,8.00
Retail Price,"PERLIS, PERLIS",BETIK SEKAKI,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"PERLIS, PERLIS",BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.50,1.50
Retail Price,"PERLIS, PERLIS",CILI MERAH (THAILAND),F.A.Q,KG,15.00,15.00,15.00
Retail Price,"PERLIS, PERLIS",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,20.00,18.00,18.00
Retail Price,"PERLIS, PERLIS",DAUN BAWANG,F.A.Q,KG,12.00,10.00,10.00
Retail Price,"PERLIS, PERLIS",DAUN SUP (TANAH TINGGI),F.A.Q,KG,15.00,15.00,15.00
Retail Price,"PERLIS, PERLIS",KACANG BENDI,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"PERLIS, PERLIS",KACANG BUNCIS,F.A.Q,KG,13.00,13.00,13.00
Retail Price,"PERLIS, PERLIS",KACANG PANJANG HIJAU,F.A.Q,KG,6.50,6.50,6.50
Retail Price,"PERLIS, PERLIS",KANGKUNG,F.A.Q,KG,7.00,7.00,6.50
Retail Price,"PERLIS, PERLIS",KELAPA DIKUPAS,SEDANG,BIJI,2.00,2.00,2.00
Retail Price,"PERLIS, PERLIS",KELAPA PARUT,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"PERLIS, PERLIS",KETOLA / PETOLA SEGI,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"PERLIS, PERLIS",KUBIS BULAT (CHINA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PERLIS, PERLIS",PISANG BERANGAN,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"PERLIS, PERLIS",PISANG MAS,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"PERLIS, PERLIS",SANTAN PEKAT,F.A.Q,KG,10.00,10.00,10.00
Retail Price,"PERLIS, PERLIS",SAWI HIJAU,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"PERLIS, PERLIS",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"PERLIS, PERLIS",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"PERLIS, PERLIS",TEMBIKAI MERAH,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PERLIS, PERLIS",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"PERLIS, PERLIS",TIMUN HIJAU ,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"PERLIS, PERLIS",TOMATO (TANAH TINGGI),F.A.Q,KG,5.50,5.00,5.00
Retail Price,"PERLIS, PERLIS",UBI KENTANG HOLLAND,F.A.Q,KG,3.00,3.00,3.00
Retail Price,"GOMBAK, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,11.00,10.75,10.50
Retail Price,"GOMBAK, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.00,3.90,3.80
Retail Price,"GOMBAK, SELANGOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,3.50,3.50,3.50
Retail Price,"GOMBAK, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,3.75,3.50
Retail Price,"GOMBAK, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,7.00,7.00,7.00
Retail Price,"GOMBAK, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,9.80,9.80,9.80
Retail Price,"GOMBAK, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,8.80,8.80,8.80
Retail Price,"GOMBAK, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,8.50,8.50,8.50
Retail Price,"GOMBAK, SELANGOR",BAYAM ,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"GOMBAK, SELANGOR",BELIMBING (B10),F.A.Q,KG,5.50,5.50,5.50
Retail Price,"GOMBAK, SELANGOR",BETIK SEKAKI,F.A.Q,KG,3.50,3.50,3.50
Retail Price,"GOMBAK, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.20,1.10,1.00
Retail Price,"GOMBAK, SELANGOR",CILI HIJAU,F.A.Q,KG,12.00,11.50,11.00
Retail Price,"GOMBAK, SELANGOR",CILI HIJAU (IMPORT),F.A.Q,KG,10.00,10.00,10.00
Retail Price,"GOMBAK, SELANGOR",CILI MERAH (CHINA),F.A.Q,KG,10.00,10.00,10.00
Retail Price,"GOMBAK, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,15.00,14.50,14.00
Retail Price,"GOMBAK, SELANGOR",CILI MERAH MINYAK,F.A.Q,KG,12.00,11.50,11.00
Retail Price,"GOMBAK, SELANGOR",DAUN BAWANG,F.A.Q,KG,7.00,6.50,6.00
Retail Price,"GOMBAK, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,14.00,13.00,12.00
Retail Price,"GOMBAK, SELANGOR",KACANG BENDI,F.A.Q,KG,9.00,9.00,9.00
Retail Price,"GOMBAK, SELANGOR",KACANG BUNCIS,F.A.Q,KG,14.00,14.00,14.00
Retail Price,"GOMBAK, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,11.00,11.00,11.00
Retail Price,"GOMBAK, SELANGOR",KANGKUNG,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"GOMBAK, SELANGOR",KELAPA DIKUPAS,SEDANG,BIJI,2.20,2.20,2.20
Retail Price,"GOMBAK, SELANGOR",KELAPA PARUT,F.A.Q,KG,8.80,8.80,8.80
Retail Price,"GOMBAK, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,7.00,7.00,7.00
Retail Price,"GOMBAK, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,3.00,3.00,3.00
Retail Price,"GOMBAK, SELANGOR",KUBIS BULAT (INDONESIA),F.A.Q,KG,2.80,2.80,2.80
Retail Price,"GOMBAK, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.00,5.00,5.00
Retail Price,"GOMBAK, SELANGOR",PISANG BERANGAN,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"GOMBAK, SELANGOR",PISANG MAS,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"GOMBAK, SELANGOR",SANTAN BIASA,F.A.Q,KG,4.40,4.40,4.40
Retail Price,"GOMBAK, SELANGOR",SANTAN PEKAT,F.A.Q,KG,13.00,13.00,13.00
Retail Price,"GOMBAK, SELANGOR",SAWI HIJAU,F.A.Q,KG,9.00,8.75,8.50
Retail Price,"GOMBAK, SELANGOR",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"GOMBAK, SELANGOR",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"GOMBAK, SELANGOR",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"GOMBAK, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.00,3.00,3.00
Retail Price,"GOMBAK, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.00,8.00,8.00
Retail Price,"GOMBAK, SELANGOR",TIMUN HIJAU ,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"GOMBAK, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,4.00,3.80,3.60
Retail Price,"GOMBAK, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,3.80,3.80,3.80
Retail Price,"KLANG, SELANGOR",AYAM HIDUP,F.A.Q,KG,7.50,7.25,7.00
Retail Price,"KLANG, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,8.90,8.90,8.90
Retail Price,"KLANG, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.00,3.95,3.90
Retail Price,"KLANG, SELANGOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,3.90,3.90,3.90
Retail Price,"KLANG, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KLANG, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,5.00,4.90,4.80
Retail Price,"KLANG, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,9.80,9.80,9.80
Retail Price,"KLANG, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,6.50,6.50,6.50
Retail Price,"KLANG, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,8.50,8.50,8.50
Retail Price,"KLANG, SELANGOR",BAYAM ,F.A.Q,KG,4.50,4.25,4.00
Retail Price,"KLANG, SELANGOR",BELIMBING (B10),F.A.Q,KG,7.00,6.50,6.00
Retail Price,"KLANG, SELANGOR",BETIK SEKAKI,F.A.Q,KG,4.00,3.75,3.50
Retail Price,"KLANG, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.40,1.30
Retail Price,"KLANG, SELANGOR",CILI HIJAU,F.A.Q,KG,10.00,9.50,9.00
Retail Price,"KLANG, SELANGOR",CILI MERAH (IMPORT),F.A.Q,KG,12.00,11.50,11.00
Retail Price,"KLANG, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,16.00,15.50,15.00
Retail Price,"KLANG, SELANGOR",DAUN BAWANG,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"KLANG, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,12.00,11.50,11.00
Retail Price,"KLANG, SELANGOR",KACANG BENDI,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"KLANG, SELANGOR",KACANG BUNCIS,F.A.Q,KG,12.00,11.50,11.00
Retail Price,"KLANG, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,11.00,10.50,10.00
Retail Price,"KLANG, SELANGOR",KANGKUNG,F.A.Q,KG,5.00,4.50,4.00
Retail Price,"KLANG, SELANGOR",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.50
Retail Price,"KLANG, SELANGOR",KELAPA PARUT,F.A.Q,KG,9.00,8.50,8.00
Retail Price,"KLANG, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,6.00,5.50,5.00
Retail Price,"KLANG, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,3.50,3.35,3.20
Retail Price,"KLANG, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,4.00,3.90,3.80
Retail Price,"KLANG, SELANGOR",PISANG BERANGAN,F.A.Q,KG,3.50,3.25,3.00
Retail Price,"KLANG, SELANGOR",PISANG MAS,F.A.Q,KG,4.00,3.75,3.50
Retail Price,"KLANG, SELANGOR",SANTAN BIASA,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"KLANG, SELANGOR",SANTAN PEKAT,F.A.Q,KG,15.00,15.00,15.00
Retail Price,"KLANG, SELANGOR",SAWI HIJAU,F.A.Q,KG,8.00,7.50,7.00
Retail Price,"KLANG, SELANGOR",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"KLANG, SELANGOR",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"KLANG, SELANGOR",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"KLANG, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.50,3.50,3.50
Retail Price,"KLANG, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,9.00,8.50,8.00
Retail Price,"KLANG, SELANGOR",TIMUN HIJAU ,F.A.Q,KG,5.00,4.75,4.50
Retail Price,"KLANG, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,4.00,3.90,3.80
Retail Price,"KLANG, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,4.00,3.90,3.80
Retail Price,"PETALING, SELANGOR",AYAM PROSES STANDARD,F.A.Q,KG,12.00,11.70,11.40
Retail Price,"PETALING, SELANGOR",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.50,4.25,4.00
Retail Price,"PETALING, SELANGOR",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PETALING, SELANGOR",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,5.00,5.00,5.00
Retail Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,6.00,6.00,6.00
Retail Price,"PETALING, SELANGOR",BAWANG MERAH / KECIL (THAI),F.A.Q,KG,12.00,10.00,8.00
Retail Price,"PETALING, SELANGOR",BAWANG MERAH ROSE,F.A.Q,KG,12.00,10.00,8.00
Retail Price,"PETALING, SELANGOR",BAWANG PUTIH (CHINA),F.A.Q,KG,8.00,8.00,8.00
Retail Price,"PETALING, SELANGOR",BAYAM ,F.A.Q,KG,6.00,5.75,5.50
Retail Price,"PETALING, SELANGOR",BELIMBING (B10),F.A.Q,KG,7.00,6.50,6.00
Retail Price,"PETALING, SELANGOR",BETIK SEKAKI,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PETALING, SELANGOR",BUNGA KANTAN,F.A.Q,TANGKAI,1.50,1.50,1.50
Retail Price,"PETALING, SELANGOR",CILI HIJAU,F.A.Q,KG,11.00,11.00,11.00
Retail Price,"PETALING, SELANGOR",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,14.00,13.50,13.00
Retail Price,"PETALING, SELANGOR",CILI MERAH MINYAK,F.A.Q,KG,12.00,12.00,12.00
Retail Price,"PETALING, SELANGOR",DAUN BAWANG,F.A.Q,KG,8.00,7.50,7.00
Retail Price,"PETALING, SELANGOR",DAUN SUP (TANAH TINGGI),F.A.Q,KG,14.00,14.00,14.00
Retail Price,"PETALING, SELANGOR",KACANG BENDI,F.A.Q,KG,13.00,10.00,9.50
Retail Price,"PETALING, SELANGOR",KACANG BUNCIS,F.A.Q,KG,16.00,15.00,13.50
Retail Price,"PETALING, SELANGOR",KACANG PANJANG HIJAU,F.A.Q,KG,13.00,12.00,11.00
Retail Price,"PETALING, SELANGOR",KANGKUNG,F.A.Q,KG,6.00,6.00,6.00
Retail Price,"PETALING, SELANGOR",KELAPA DIKUPAS,SEDANG,BIJI,2.50,2.50,2.50
Retail Price,"PETALING, SELANGOR",KELAPA PARUT,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"PETALING, SELANGOR",KETOLA / PETOLA SEGI,F.A.Q,KG,8.00,8.00,8.00
Retail Price,"PETALING, SELANGOR",KUBIS BULAT (CHINA),F.A.Q,KG,3.50,3.50,3.50
Retail Price,"PETALING, SELANGOR",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,4.50,4.50,4.50
Retail Price,"PETALING, SELANGOR",PISANG BERANGAN,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"PETALING, SELANGOR",PISANG MAS,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"PETALING, SELANGOR",SANTAN BIASA,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"PETALING, SELANGOR",SANTAN PEKAT,F.A.Q,KG,12.00,11.00,10.00
Retail Price,"PETALING, SELANGOR",SAWI HIJAU,F.A.Q,KG,10.00,9.50,9.00
Retail Price,"PETALING, SELANGOR",TELUR AYAM,A,BIJI,0.43,0.43,0.43
Retail Price,"PETALING, SELANGOR",TELUR AYAM,B,BIJI,0.41,0.41,0.41
Retail Price,"PETALING, SELANGOR",TELUR AYAM,C,BIJI,0.39,0.39,0.39
Retail Price,"PETALING, SELANGOR",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.50,3.50,3.50
Retail Price,"PETALING, SELANGOR",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.00,7.75,7.50
Retail Price,"PETALING, SELANGOR",TIMUN HIJAU ,F.A.Q,KG,6.50,6.00,5.80
Retail Price,"PETALING, SELANGOR",TOMATO (TANAH TINGGI),F.A.Q,KG,4.50,4.35,4.20
Retail Price,"PETALING, SELANGOR",UBI KENTANG HOLLAND,F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",AYAM PROSES STANDARD,F.A.Q,KG,12.00,11.00,11.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",AYAM PROSES SUPER,F.A.Q,KG,13.00,12.00,12.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,4.50,4.50,4.50
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (IMPORT),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG BESAR MERAH (INDIA),F.A.Q,KG,4.00,4.00,4.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (IMPORT),F.A.Q,KG,5.00,5.00,4.50
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG MERAH / KECIL (INDIA),F.A.Q,KG,5.00,5.00,4.50
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAWANG PUTIH (CHINA),F.A.Q,KG,10.00,9.00,9.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",BAYAM ,F.A.Q,KG,8.00,7.00,7.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",BETIK SEKAKI,F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",BUNGA KANTAN,F.A.Q,TANGKAI,2.50,2.00,2.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",CILI MERAH KULAI / KULAI HIBRID,F.A.Q,KG,15.00,14.00,14.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",DAUN BAWANG,F.A.Q,KG,10.00,8.00,8.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",DAUN SUP (TANAH TINGGI),F.A.Q,KG,13.00,13.00,12.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",KACANG BENDI,F.A.Q,KG,12.00,12.00,11.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",KACANG BUNCIS,F.A.Q,KG,14.00,12.00,12.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",KACANG PANJANG HIJAU,F.A.Q,KG,9.00,9.00,8.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",KANGKUNG,F.A.Q,KG,7.00,7.00,6.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",KELAPA DIKUPAS,SEDANG,BIJI,3.00,2.50,2.50
Retail Price,"KUALA TERENGGANU, TERENGGANU",KELAPA PARUT,F.A.Q,KG,8.00,8.00,7.50
Retail Price,"KUALA TERENGGANU, TERENGGANU",KETOLA / PETOLA SEGI,F.A.Q,KG,6.00,6.00,5.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (CHINA),F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",KUBIS BULAT (TANAH TINGGI),F.A.Q,KG,5.00,5.00,4.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",PISANG BERANGAN,F.A.Q,KG,6.50,5.00,5.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",PISANG MAS,F.A.Q,KG,6.00,6.00,5.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",SANTAN PEKAT,F.A.Q,KG,11.00,10.00,10.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",SAWI HIJAU,F.A.Q,KG,8.00,8.00,7.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,A,BIJI,0.45,0.45,0.45
Retail Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,B,BIJI,0.43,0.43,0.43
Retail Price,"KUALA TERENGGANU, TERENGGANU",TELUR AYAM,C,BIJI,0.42,0.42,0.41
Retail Price,"KUALA TERENGGANU, TERENGGANU",TEMBIKAI MERAH TANPA BIJI,F.A.Q,KG,3.50,3.50,3.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",TERUNG PANJANG / PEPARU (TANAH RENDAH),F.A.Q,KG,8.00,7.00,7.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",TIMUN HIJAU ,F.A.Q,KG,5.00,5.00,5.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",TOMATO (TANAH TINGGI),F.A.Q,KG,6.00,5.00,5.00
Retail Price,"KUALA TERENGGANU, TERENGGANU",UBI KENTANG HOLLAND,F.A.Q,KG,4.00,3.00,3.00
Retail Price,"KOTA KINABALU, SABAH",AYAM PROSES STANDARD,F.A.Q,KG,11.50,11.50,11.00
Retail Price,"KOTA KINABALU, SABAH",AYAM PROSES SUPER,F.A.Q,KG,12.00,11.00,11.00
Retail Price,"KOTA KINABALU, SABAH",BAWANG BESAR KUNING / HOLLAND,F.A.Q,KG,7.00,6.00,6.00
